,Unnamed: 0,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,HasGarage,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_NoGarage,GarageCond_Po,GarageCond_TA,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasbsmt,hasfireplace,SalePrice
0,0,0.642857143,0.413268407,0.366271359,0,1,1,0.666666667,0.5,0.036764706,0.083333333,0.716038083,0.666666667,0.5,1,0.8,0.75,0.25,1,0.853056816,0.166666667,0,0.646838143,0.836536805,1,1,0.414559331,0.884419566,0,0.628988902,0.333333333,0,0.666666667,0.5,0.5,0,0.666666667,0.6,1,0,0,0.002487562,0.666666667,0.5,0.394244604,0.6,1,0,0.654448814,0,0,0,0,0,0,0.090909091,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.926315789,0.830610999,0.663155916,0.5,0.254438405,0,1,1,0,12.24769912
1,0.000685401,0.285714286,0.490306559,0.391245183,0,1,1,0.555555556,0.875,0.227941176,0.516666667,0,0.333333333,0.5,0.6,0.8,0.75,1,0.833333333,0.895378037,0.166666667,0,0.728730652,0.88457382,1,1,0.585716395,0,0,0.511889952,0,0.630929754,0.666666667,0,0.5,0,0.333333333,0.4,1,0.333333333,0.6,0.015422886,0.666666667,0.5,0.330935252,0.6,1,0.843934521,0,0,0,0,0,0,0,0.363636364,0.25,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.642105263,0.486983339,0.382201958,0.269314718,0.351433134,0,0,1,1,12.10901644
2,0.001370802,0.642857143,0.429989965,0.422288571,0,0.666666667,1,0.666666667,0.5,0.051470588,0.1,0.69036125,0.666666667,0.5,1,0.8,0.75,0.5,1,0.804590187,0.166666667,0,0.783246236,0.845458062,1,1,0.446345987,0.886245431,0,0.645752232,0.333333333,0,0.666666667,0.5,0.5,0,0.666666667,0.4,1,0.333333333,0.6,0.003482587,0.666666667,0.5,0.437410072,0.6,1,0,0.596421809,0,0,0,0,0,0,0.727272727,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.910526316,0.839695932,0.649810057,0.5,0.231878507,0,1,1,1,12.31717117
3,0.002056203,0.714285714,0.383633158,0.390223112,0,0.666666667,1,0.666666667,0.5,0.669117647,0.6,0,0.333333333,0.5,0.4,0.6,1,0.25,0.833333333,0.699487373,0.166666667,0,0.811360692,0.821167888,0.75,1,0.465568543,0.868471404,0,0.630563716,0.333333333,0,0.333333333,0,0.5,0,0.666666667,0.5,1,0.333333333,0.8,0.0039801,0.333333333,0.75,0.461870504,0.6,1,0,0.568246512,0.888227048,0,0,0,0,0,0.090909091,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.289473684,0.8231216,0.607908044,0.2,0.56674915,0,1,1,1,11.84940484
4,0.002741604,0.642857143,0.508438893,0.46869449,0,0.666666667,1,0.777777778,0.5,0.058823529,0.133333333,0.794318438,0.666666667,0.5,1,0.8,0.75,0.75,1,0.84332233,0.166666667,0,0.798858454,0.872532308,1,1,0.542812192,0.911831609,0,0.725774697,0.333333333,0,0.666666667,0.5,0.666666667,0,0.666666667,0.7,1,0.333333333,0.6,0.0039801,0.666666667,0.75,0.601438849,0.6,1,0.779126372,0.704481022,0,0,0,0,0,0,1,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.894736842,0.876065997,0.68293092,0.5,0.598335642,0,1,1,1,12.4292202
5,0.003427005,0.571428571,0.512838629,0.466694033,0,0.666666667,1,0.444444444,0.5,0.117647059,0.233333333,0,0.333333333,0.5,0,0.8,0.75,0.25,1,0.857752447,0.166666667,0,0.538170682,0.827546043,1,1,0.382525026,0.830610804,0,0.541280895,0.333333333,0,0.333333333,0.5,0.166666667,0,0.333333333,0.3,1,0,0,0.007960199,0.333333333,0.5,0.345323741,0.6,1,0.549783823,0.544534935,0,0.926031169,0,0,0.5,0.679110676,0.818181818,0.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.831578947,0.798642796,0.642346074,0.3,0.79645816,0,1,1,0,11.8706069
6,0.004112406,0.285714286,0.466338382,0.400872369,0,1,1,0.777777778,0.5,0.022058824,0.033333333,0.708977578,0.666666667,0.5,1,1,0.75,0.75,1,0.939068796,0.166666667,0,0.742855639,0.920428978,1,1,0.715557182,0,0,0.625364997,0.333333333,0,0.666666667,0,0.5,0,0.666666667,0.5,1,0.333333333,0.8,0.001492537,0.666666667,0.5,0.457553957,0.6,1,0.82094781,0.643873416,0,0,0,0,0,0,0.636363636,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.942105263,0.520547122,0.411528044,0.4,0.592187829,0,0,1,1,12.63460628
7,0.004797807,0.642857143,0.490306559,0.406572641,0,0.666666667,1,0.666666667,0.625,0.264705882,0.6,0.743360219,0.333333333,0.5,0.6,0.8,0.75,0.5,0.833333333,0.878527707,0.666666667,0.47920909,0.693587547,0.868355342,1,1,0.527929558,0.902828792,0,0.706349903,0.333333333,0,0.666666667,0.5,0.5,0,0.333333333,0.5,1,0.666666667,0.6,0.017910448,0.666666667,0.5,0.348201439,0.6,1,0.808904819,0.844081449,0.860398097,0,0,0,0,0.607419718,0.909090909,0.75,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.610526316,0.868235726,0.853465122,0.5,1,0,1,1,1,12.20607765
8,0.005483208,0.571428571,0.323584589,0.303131508,0,1,1,0.666666667,0.5,0.566176471,0.966666667,0,0.333333333,0.5,0.4,0.6,0.75,0.25,0.166666667,0,0.166666667,0,0.884355809,0.849688767,0.75,1,0.492702619,0.867777342,0,0.643153347,0,0,0.666666667,0,0.333333333,0.584962501,0.333333333,0.6,0.833333333,0.666666667,0.6,0.038308458,0.333333333,0.5,0.336690647,0.4,1,0.66781997,0,0.843638028,0,0,0,0,0,0.272727273,0.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.268421053,0.839593332,0.360181972,0.2,0.606559415,0,1,1,1,11.7745279
9,0.006168609,0.214285714,0.316280027,0.34083,0,1,1,0.444444444,0.625,0.507352941,0.966666667,0,0.333333333,0.5,0.4,0.6,0.75,0.25,1,0.87731257,0.166666667,0,0.63800441,0.854656901,1,1,0.515815007,0,0,0.450799263,0.333333333,0,0.333333333,0,0.333333333,0.584962501,0.333333333,0.3,1,0.666666667,0.6,0.034328358,0.666666667,0.25,0.147482014,0.8,1,0,0.255212124,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.310526316,0.46398635,0.36836655,0.2,0.09922207,0,0,1,1,11.67844838
